wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
31698|qcat|Vin_Moltor|say|Ah. Come to ol'Vin my dear sweet Kalish.. Mmmm.. And Rat Ear Pie.. I am going to eat and drink like a KING! Huh? Oh.. The Paw.. Here you go.. Hope it brings you more luck then it did me..||||||
31699|qcat|Wellis_Pestule|say|To assemble a scourge knight breastplate you will need to obtain four bricks of crude iron and smelt them in a forge with a Water Flask and this Crude Breastplate Mold. Once that is done combine the Crude Iron Breastplate with a Medium Quality Wolf Pelt, a Decaying Sternum, and a Decaying Ribcage in the Mail Assembly Kit.||||||
31700|qcat|Wellis_Pestule|say|Welcome to the Bloodsabers young Scourge Knight. I will help prepare you for your spreading of the disease. You must use this Mail Assembly Kit to construct the pieces of your armor. Each piece will require different materials for its construction. Will you craft Gauntlets of the Scourge Knight, Boots of the Scourge Knight, a Bracer of the Scourge Knight, a Helm of the Scourge Knight, Greaves of the Scourge Knight, Vambraces of the Scourge Knight, or a Breastplate of the Scourge Knight?||||||
31701|qcat|Wellis_Pestule|emote|Wellis Pestule fashions a grip out of the giant king snake skin, sharpens the edge of the blade to be razor sharp, and polishes the weapon with a strange blood like substance.||||||
31701|qcat|Wellis_Pestule|say|A fine weapon for a Knight of the Bloodsabers. Go now and spread the Disease!||||||
31702|qcat|Xeture_Demiagar|say|Hmmm. Another rat has found its way to my doorstep, huh? Well, we may have use for you. Go find Rihtur, maybe he has an errand for you.||||||
31703|qcat|Xeture_Demiagar|say|You have done well,  $N. Take this Rusty Bloodsaber Mace to a forge and clean it up with a Sharpening Stone. It may take you several attempts to get all the rust off if you are not familiar with the process. Once that is done take the Refined Bloodsaber Mace to Torin Krentar with a Giant King Snake Skin and he will put the finishing touches on the weapon.||||||
31704|qey2hh1|a_wandering_spirit|say|You have trusted us along the paths we have set before you. You have been known to be patient and await the right moment. And now, you have learned the wisdom to act in our best interest. However, one last path awaits, to determine if you have the ability to act out what must be done. There are many troubles about the world we try to rub out but none is more serious than the curse on what the wasichu call the Emerald Jungle. Go there and find one of our spirits. Show them the gem you have been given and follow the path they set you on.||||||
31705|qey2hh1|a_wandering_spirit|say|Oh, it is you, shaman! Good! You must hurry before it's too late. Go now to the Mountains they call Rathe and find them! They need your help quickly! They will know you when they see you and instruct you on how you can help, but you must hurry!||||||
31706|qey2hh1|a_wandering_spirit|emote|%s nods somberly and takes the items. After a moment, he says, 'It is unfortunate that it came to this, but nothing else was to be done. Both paragons had lost sight of their virtures to protect the items given to them. The mere protection of these material belongings was not as important to Mithaniel Marr or Bertoxulous as it was that they act with righteousness in their minds and purpose in their hearts. You saw this and acted accordingly. For that, we will reward you with the three treasures made into one to ward off the falsehood of possession, the Shield of Falsehood. You have walked the path and now, as your final test, we must set you along one last path.'||||||
31707|qey2hh1|a_wandering_spirit|despawn|self||||||
31707|qey2hh1|a_wandering_spirit|say|This is a sad day. You have failed and strayed from the path set before you. Please try to live as close to the spirits as you are able, though this is the closest you will ever get.||||||
31708|qey2hh1|a_wandering_spirit|despawn|self||||||
31708|qey2hh1|a_wandering_spirit|say|This is a sad day. You have failed and strayed from the path set before you. Please try to live as close to the spirits as you are able, though this is the closest you will ever get.||||||
31709|qey2hh1|a_wandering_spirit|say|This is a sad day. You have failed and strayed from the path set before you. Please try to live as close to the spirits as you are able, though this is the closest you will ever get.||||||
31710|qey2hh1|Brother_Chintle|say|Brother Estle spends most of his time at the merchant's homestead opposite this tree.  He is one of the young acolytes sent by the Temple of Life to assist the residents of the plains, as am I.||||||
31711|qey2hh1|Brother_Estle|say|Thank you. Now I may cleanse the bodies of the new converts and help them enter into a new life. I also have this. It was given to me by a dying gnoll of all things. They belong to Brother Hayle. The gnoll's last words were 'Free him.' Make sure High Priestess Jahnda gets this. Be swift!||||||
31712|qey2hh1|Chrislin_Baker|despawn|self||||||
31712|qey2hh1|Chrislin_Baker|emote|%s gives you a hug. 'Thank you so much. I did some cleaning after you left and found this behind a barrel. It may have been left behind by the person who took my materials. You can have it.'||||||
31712|qey2hh1|Chrislin_Baker|say|I must go now, I will return later.||||||
31712|qey2hh1|Chrislin_Baker|spawnunique|12001|763|-11512|16|135||
31713|qey2hh1|Einhorst_McMannus|say|My wife? She is dead. Crushed by the hands of a foul cyclops. I wish I could find that cyclops. I would pay greatly for his eye. I have slain every giant I could find, but I have not met him. I could still remember that cry of his...  BROOON!||||||
31714|qey2hh1|Einhorst_McMannus|say|Yes. We almost forgot of the shipment of Karana clovers. Here you are, my friend. Back to the north with you. I am sure the Shamans of Justice will need this.||||||
31715|qey2hh1|Frostbite|emote|%s spits something into your hand.||||||
31716|qey2hh1|Frostbite|emote|%s takes a whiff of the sweaty shirt and barks.||||||
31717|qey2hh1|Gindlin_Toxfodder|say|Here. I could care less what you do with this. Hopefully you'll lay some on the Circle of Unseen Hands.||||||
31718|qey2hh1|Henina_Miller|say|Thank you so much. Tiny gets quite tired doing this by himself. Here you go.||||||
31719|qey2hh1|Innkeep_Danin|say|Ah, praise Karana! These muffins look good enough to eat, har har har! Here is your payment and you have my deepest gratitude. We have to stick together in these times of turmoil you know.||||||
31720|qey2hh1|Innkeep_Danin|say|Ah finally, fresh bread! All right let me get this on the shelves right away. Here is your payment.||||||
31721|qey2hh1|Innkeep_Rislarn|say|Ah, praise Karana! These muffins look good enough to eat, har har har! Here is your payment and you have my deepest gratitude. We have to stick together in these times of turmoil you know.||||||
31722|qey2hh1|Innkeep_Rislarn|say|Ah finally, fresh bread! All right let me get this on the shelves right away. Here is your payment.||||||
31723|qey2hh1|Konia_Swiftfoot|say|Here you go.  Run with this torch as fast as you can to the Misty Thicket and hand this torch off to Fajio Knejo.  He will tell you where to go from there.  Hurry!  You do not have much time!||||||
31724|qey2hh1|Konia_Swiftfoot|say|Excellent!  You are quite a runner.  Here is half of the sheet music.  I decided to keep the other half because it has this wonderful signature.  I think it might be quite valuable.  It is probably worth as much as an instrument the great Mahlin used.||||||
31725|qey2hh1|Konia_Swiftfoot|say|Mahlin's bongos!  Here, take the other half of the sheet music.  I can't really make out what the signature was, anyway.||||||
31726|qey2hh1|Lempeck_Hargrin|say|Thank you!! I felt the madness nearing my brain, but now I feel much better. Please take this as thanks - it is all I have to donate to Astaed Wemor. Be sure he gets it. I shall thank Rodcet Nife every day for sending help.||||||
31727|qey2hh1|Lempeck_Hargrin|attackplayer|||||||
31727|qey2hh1|Lempeck_Hargrin|say|Please let this help...  nnnnghhh!...  I fear it is too late...  Aaaarrrgh!...  I...   I will...   KILL YOU!||||||
31728|qey2hh1|Linaya_Sowlin|say|Oh thank Tunare you showed up when you did. I was at a nearby merchant house when a fellow dropped a note and I picked it up and read it. It talked of the Unkempt Druids and before I could read on, the man swiped it from my hands. I ran for dear life, for surely he would kill me for reading the note. I think I lost him in the woods but I am not sure. Please stay with me a while to be sure.||||||
31728|qey2hh1|Linaya_Sowlin|spawnunique|12181|-3400|-8000|23|102.9||
31729|qey2hh1|Maldin_the_Old|say|May the Rainkeeper keep you safe. I thank you. Here is the empty chalice. By the way, inform your superior that the operations of the Karana bandits are getting closer to Qeynos.||||||
31730|qey2hh1|Maligar|attackplayer|||||||
31730|qey2hh1|Maligar|despawn|self||||||
31730|qey2hh1|Maligar|say|Hmmm. What's this? A note from that silly bard Baenar? I wasn't aware that those of his kind could write, much less read.' Maligar lets out a deep laugh. 'I see you do not share my sense of humor. Let's read it, shall we? Oh, no! She's dead? I knew that already, you fool. It was by my hand she died! Ooops! Did I let that slip out? Silly me. I guess I will have to kill you now!||||||
31730|qey2hh1|Maligar|spawn|12173|playerX|playerY|playerZ|playerHeading||
31731|qey2hh1|Minda|say|May the Rainkeeper keep you safe. I thank you. Here is the empty chalice. By the way, inform your superior that the operations of the Karana bandits are getting closer to Qeynos.||||||
31732|qey2hh1|Minya_Coldtoes|say|Thank you, protector of Karana. This will be handy when the cold rushes into the valley. Allow me to offer you some provisions for your journey. And, might I add, the Karana bandits have begun to operate much closer to Qeynos.||||||
