zoneshortname|groupindex|wmogroupid
qeynos2|19|37022
stonebrunt|3|37023
thurgadinb|2|37024
tutorial|1|37025
tutorial|2|37026
soltemple|168|37027
sebilis|6|37028
soldunga|1|37029
southkarana|88|37030
qeynos2|20|37031
qeynos|5|37032
soldungb|12|37033
qey2hh1|17|37034
runnyeye|33|37035
qeynos2|21|37036
qeynos2|22|37037
qeynos2|23|37038
qeynos2|24|37039
qeynos2|25|37040
paineel|102|37041
qey2hh1|18|37042
sirens|7|37043
qeynos2|26|37044
skyshrine|1|37045
templeveeshan|1|37046
soldungb|13|37047
runnyeye|34|37048
sebilis|7|37049
soltemple|169|37050
lakeofillomen|87|37051
thurgadinb|3|37052
sirens|8|37053
soldunga|2|37054
qeynos|6|37055
stonebrunt|4|37056
southkarana|89|37057
templeveeshan|2|37058
templeveeshan|3|37059
templeveeshan|4|37060
templeveeshan|5|37061
templeveeshan|6|37062
templeveeshan|7|37063
templeveeshan|8|37064
templeveeshan|9|37065
templeveeshan|10|37066
templeveeshan|11|37067
templeveeshan|12|37068
templeveeshan|13|37069
templeveeshan|14|37070
templeveeshan|15|37071
templeveeshan|16|37072
templeveeshan|17|37073
templeveeshan|18|37074
templeveeshan|19|37075
templeveeshan|20|37076
templeveeshan|21|37077
templeveeshan|22|37078
templeveeshan|23|37079
templeveeshan|24|37080
templeveeshan|25|37081
templeveeshan|26|37082
templeveeshan|27|37083
templeveeshan|28|37084
templeveeshan|29|37085
templeveeshan|30|37086
templeveeshan|31|37087
templeveeshan|32|37088
templeveeshan|33|37089
templeveeshan|34|37090
templeveeshan|35|37091
templeveeshan|36|37092
templeveeshan|37|37093
templeveeshan|38|37094
templeveeshan|39|37095
templeveeshan|40|37096
templeveeshan|41|37097
templeveeshan|42|37098
templeveeshan|43|37099
templeveeshan|44|37100
templeveeshan|45|37101
templeveeshan|46|37102
templeveeshan|47|37103
templeveeshan|48|37104
templeveeshan|49|37105
templeveeshan|50|37106
templeveeshan|51|37107
templeveeshan|52|37108
templeveeshan|53|37109
templeveeshan|54|37110
templeveeshan|55|37111
templeveeshan|56|37112
templeveeshan|57|37113
paineel|103|37114
templeveeshan|58|37115
soldungb|14|37116
templeveeshan|59|37117
templeveeshan|60|37118
templeveeshan|61|37119
templeveeshan|62|37120
templeveeshan|63|37121
templeveeshan|64|37122
templeveeshan|65|37123
templeveeshan|66|37124
templeveeshan|67|37125
templeveeshan|68|37126
templeveeshan|69|37127
templeveeshan|70|37128
templeveeshan|71|37129
templeveeshan|72|37130
templeveeshan|73|37131
templeveeshan|74|37132
templeveeshan|75|37133
templeveeshan|76|37134
templeveeshan|77|37135
templeveeshan|78|37136
templeveeshan|79|37137
templeveeshan|80|37138
templeveeshan|81|37139
templeveeshan|82|37140
templeveeshan|83|37141
templeveeshan|84|37142
templeveeshan|85|37143
templeveeshan|86|37144
templeveeshan|87|37145
templeveeshan|88|37146
templeveeshan|89|37147
templeveeshan|90|37148
templeveeshan|91|37149
tutorial|3|37150
templeveeshan|92|37151
templeveeshan|93|37152
templeveeshan|94|37153
templeveeshan|95|37154
templeveeshan|96|37155
templeveeshan|97|37156
templeveeshan|98|37157
templeveeshan|99|37158
templeveeshan|100|37159
templeveeshan|101|37160
templeveeshan|102|37161
templeveeshan|103|37162
templeveeshan|104|37163
templeveeshan|105|37164
templeveeshan|106|37165
templeveeshan|107|37166
templeveeshan|108|37167
templeveeshan|109|37168
templeveeshan|110|37169
templeveeshan|111|37170
templeveeshan|112|37171
templeveeshan|113|37172
templeveeshan|114|37173
templeveeshan|115|37174
templeveeshan|116|37175
templeveeshan|117|37176
templeveeshan|118|37177
runnyeye|35|37178
skyshrine|2|37179
qeynos|7|37180
tox|0|37181
soldungb|15|37182
soldungb|16|37183
thurgadina|2|37184
sirens|9|37185
steamfont|9|37186
soldunga|3|37187
sebilis|8|37188
soltemple|170|37189
rathemtn|6|37190
stonebrunt|5|37191
rathemtn|7|37192
thurgadinb|4|37193
southkarana|90|37194
soldungb|17|37195
unrest|0|37196
unrest|1|37197
unrest|2|37198
unrest|3|37199
unrest|4|37200
unrest|5|37201
unrest|6|37202
unrest|7|37203
unrest|8|37204
unrest|9|37205
unrest|10|37206
unrest|11|37207
unrest|12|37208
unrest|13|37209
unrest|14|37210
unrest|15|37211
unrest|16|37212
unrest|17|37213
unrest|18|37214
unrest|19|37215
unrest|20|37216
unrest|21|37217
unrest|22|37218
lakeofillomen|88|37219
paineel|104|37220
tox|1|37221
stonebrunt|6|37222
runnyeye|36|37223
qeynos|8|37224
sirens|10|37225
sebilis|9|37226
templeveeshan|119|37227
soldunga|4|37228
unrest|23|37229
unrest|24|37230
unrest|25|37231
unrest|26|37232
unrest|27|37233
unrest|28|37234
unrest|29|37235
unrest|30|37236
unrest|31|37237
unrest|32|37238
unrest|33|37239
unrest|34|37240
unrest|35|37241
unrest|36|37242
unrest|37|37243
unrest|38|37244
unrest|39|37245
unrest|40|37246
unrest|41|37247
unrest|42|37248
unrest|43|37249
unrest|44|37250
unrest|45|37251
qeynos|9|37252
thurgadina|3|37253
soldungb|18|37254
southkarana|91|37255
stonebrunt|7|37256
tox|2|37257
runnyeye|37|37258
sirens|11|37259
paineel|105|37260
overthere|10|37261
sebilis|10|37262
qeynos|10|37263
sebilis|11|37264
sebilis|12|37265
sebilis|13|37266
sebilis|14|37267
sebilis|15|37268
sebilis|16|37269
sebilis|17|37270
sebilis|18|37271
sebilis|19|37272
sebilis|20|37273
sebilis|21|37274
sebilis|22|37275
soldunga|5|37276
sebilis|23|37277
sebilis|24|37278
sebilis|25|37279
sebilis|26|37280
sebilis|27|37281
sebilis|28|37282
sebilis|29|37283
sebilis|30|37284
sebilis|31|37285
tox|3|37286
sebilis|32|37287
sebilis|33|37288
sebilis|34|37289
sebilis|35|37290
sirens|12|37291
sebilis|36|37292
sebilis|37|37293
sebilis|38|37294
sebilis|39|37295
sebilis|40|37296
sebilis|41|37297
sebilis|42|37298
lakeofillomen|89|37299
unrest|46|37300
sebilis|43|37301
thurgadinb|5|37302
qeynos|11|37303
sebilis|44|37304
sebilis|45|37305
sebilis|46|37306
sebilis|47|37307
tox|4|37308
sebilis|48|37309
sebilis|49|37310
sebilis|50|37311
qeynos|12|37312
sirens|13|37313
soldunga|6|37314
qeynos|13|37315
sirens|14|37316
soldungb|19|37317
soldunga|7|37318
tox|5|37319
runnyeye|38|37320
southkarana|92|37321
unrest|47|37322
stonebrunt|8|37323
qeynos|14|37324
soldunga|8|37325
tox|6|37326
velketor|0|37327
sirens|15|37328
soldunga|9|37329
tox|7|37330
soldungb|20|37331
soldungb|21|37332
soldungb|22|37333
paineel|106|37334
tox|8|37335
unrest|48|37336
soldungb|23|37337
runnyeye|39|37338
sebilis|51|37339
sebilis|52|37340
sebilis|53|37341
sebilis|54|37342
sebilis|55|37343
sebilis|56|37344
sebilis|57|37345
sebilis|58|37346
sebilis|59|37347
sebilis|60|37348
sebilis|61|37349
soldunga|10|37350
sebilis|62|37351
sebilis|63|37352
sebilis|64|37353
sebilis|65|37354
soldungb|24|37355
sebilis|66|37356
sebilis|67|37357
thurgadina|4|37358
sebilis|68|37359
sebilis|69|37360
sebilis|70|37361
sebilis|71|37362
qeynos|15|37363
tox|9|37364
sebilis|72|37365
sebilis|73|37366
sebilis|74|37367
sebilis|75|37368
sebilis|76|37369
sebilis|77|37370
sebilis|78|37371
sebilis|79|37372
sebilis|80|37373
skyshrine|3|37374
sebilis|81|37375
sebilis|82|37376
sebilis|83|37377
sebilis|84|37378
sebilis|85|37379
sebilis|86|37380
sebilis|87|37381
sebilis|88|37382
sebilis|89|37383
sebilis|90|37384
sebilis|91|37385
templeveeshan|120|37386
sirens|16|37387
sebilis|92|37388
tox|10|37389
unrest|49|37390
qey2hh1|19|37391
tox|11|37392
soldunga|11|37393
qeynos|16|37394
sirens|17|37395
runnyeye|40|37396
overthere|11|37397
rathemtn|8|37398
southkarana|93|37399
stonebrunt|9|37400
velketor|1|37401
sirens|18|37402
tox|12|37403
qeynos|17|37404
paineel|107|37405
unrest|50|37406
soldungb|25|37407
soldungb|26|37408
soldungb|27|37409
runnyeye|41|37410
soldungb|28|37411
soldungb|29|37412
soldungb|30|37413
soldunga|12|37414
veeshan|0|37415
thurgadinb|6|37416
veeshan|1|37417
stonebrunt|10|37418
qeynos|18|37419
tox|13|37420
soldungb|31|37421
soldungb|32|37422
runnyeye|42|37423
paineel|108|37424
sirens|19|37425
soldunga|13|37426
tox|14|37427
veeshan|2|37428
veeshan|3|37429
paineel|109|37430
soldungb|33|37431
qeynos|19|37432
stonebrunt|11|37433
runnyeye|43|37434
sebilis|93|37435
unrest|51|37436
sirens|20|37437
soldungb|34|37438
soldungb|35|37439
qeynos|20|37440
paineel|110|37441
skyshrine|4|37442
skyshrine|5|37443
skyshrine|6|37444
skyshrine|7|37445
soldungb|36|37446
skyshrine|8|37447
soldungb|37|37448
qeynos|21|37449
qey2hh1|20|37450
skyfire|0|37451
velketor|2|37452
soldunga|14|37453
veeshan|4|37454
sirens|21|37455
veeshan|5|37456
veeshan|6|37457
veeshan|7|37458
veeshan|8|37459
veeshan|9|37460
veeshan|10|37461
veeshan|11|37462
veeshan|12|37463
veeshan|13|37464
veeshan|14|37465
stonebrunt|12|37466
skyshrine|9|37467
skyshrine|10|37468
runnyeye|44|37469
southkarana|94|37470
qeynos|22|37471
skyshrine|11|37472
thurgadina|5|37473
veeshan|15|37474
skyshrine|12|37475
veeshan|16|37476
skyshrine|13|37477
veeshan|17|37478
skyshrine|14|37479
veeshan|18|37480
skyshrine|15|37481
veeshan|19|37482
skyshrine|16|37483
veeshan|20|37484
skyshrine|17|37485
veeshan|21|37486
skyshrine|18|37487
veeshan|22|37488
skyshrine|19|37489
veeshan|23|37490
skyshrine|20|37491
veeshan|24|37492
skyshrine|21|37493
skyshrine|22|37494
veeshan|25|37495
skyshrine|23|37496
runnyeye|45|37497
skyshrine|24|37498
skyshrine|25|37499
veeshan|26|37500
skyshrine|26|37501
skyshrine|27|37502
veeshan|27|37503
skyshrine|28|37504
veeshan|28|37505
skyshrine|29|37506
skyshrine|30|37507
skyshrine|31|37508
skyshrine|32|37509
skyshrine|33|37510
skyshrine|34|37511
skyshrine|35|37512
skyshrine|36|37513
skyshrine|37|37514
veeshan|29|37515
skyshrine|38|37516
veeshan|30|37517
skyshrine|39|37518
veeshan|31|37519
skyshrine|40|37520
veeshan|32|37521
skyshrine|41|37522
veeshan|33|37523
skyshrine|42|37524
veeshan|34|37525
skyshrine|43|37526
veeshan|35|37527
skyshrine|44|37528
skyshrine|45|37529
veeshan|36|37530
skyshrine|46|37531
veeshan|37|37532
skyshrine|47|37533
skyshrine|48|37534
veeshan|38|37535
skyshrine|49|37536
soldungb|38|37537
skyshrine|50|37538
veeshan|39|37539
qeynos|23|37540
skyshrine|51|37541
veeshan|40|37542
skyshrine|52|37543
skyshrine|53|37544
skyshrine|54|37545
veeshan|41|37546
skyshrine|55|37547
skyshrine|56|37548
veeshan|42|37549
skyshrine|57|37550
veeshan|43|37551
skyshrine|58|37552
veeshan|44|37553
skyshrine|59|37554
veeshan|45|37555
veeshan|46|37556
skyshrine|60|37557
veeshan|47|37558
skyshrine|61|37559
veeshan|48|37560
skyshrine|62|37561
veeshan|49|37562
skyshrine|63|37563
veeshan|50|37564
skyshrine|64|37565
veeshan|51|37566
runnyeye|46|37567
skyshrine|65|37568
veeshan|52|37569
soldunga|15|37570
skyshrine|66|37571
veeshan|53|37572
soldunga|16|37573
skyshrine|67|37574
skyshrine|68|37575
skyshrine|69|37576
skyshrine|70|37577
skyshrine|71|37578
skyshrine|72|37579
skyshrine|73|37580
skyshrine|74|37581
qey2hh1|21|37582
runnyeye|47|37583
qeynos|24|37584
sirens|22|37585
templeveeshan|121|37586
runnyeye|48|37587
soldungb|39|37588
runnyeye|49|37589
qeynos|25|37590
soldunga|17|37591
soldunga|18|37592
soldunga|19|37593
soldunga|20|37594
veeshan|54|37595
skyshrine|75|37596
paineel|111|37597
southkarana|95|37598
southkarana|96|37599
southkarana|97|37600
southkarana|98|37601
southkarana|99|37602
southkarana|100|37603
southkarana|101|37604
southkarana|102|37605
southkarana|103|37606
southkarana|104|37607
southkarana|105|37608
southkarana|106|37609
southkarana|107|37610
southkarana|108|37611
southkarana|109|37612
southkarana|110|37613
southkarana|111|37614
southkarana|112|37615
southkarana|113|37616
southkarana|114|37617
southkarana|115|37618
southkarana|116|37619
rathemtn|9|37620
soldunga|21|37621
soldunga|22|37622
soldunga|23|37623
soldunga|24|37624
soldunga|25|37625
soldunga|26|37626
soldunga|27|37627
soldunga|28|37628
soldunga|29|37629
soldunga|30|37630
soldunga|31|37631
soldunga|32|37632
soldunga|33|37633
soldunga|34|37634
soldunga|35|37635
soldunga|36|37636
soldunga|37|37637
soldunga|38|37638
soldunga|39|37639
soldunga|40|37640
soldunga|41|37641
soldunga|42|37642
soldunga|43|37643
soldunga|44|37644
soldunga|45|37645
soldunga|46|37646
soldunga|47|37647
soldunga|48|37648
soldunga|49|37649
soldunga|50|37650
soldunga|51|37651
soldunga|52|37652
soldunga|53|37653
soldunga|54|37654
soldunga|55|37655
soldunga|56|37656
sirens|23|37657
rathemtn|10|37658
paineel|112|37659
paineel|113|37660
paineel|114|37661
paineel|115|37662
paineel|116|37663
paineel|117|37664
paineel|118|37665
paineel|119|37666
paineel|120|37667
paineel|121|37668
soldunga|57|37669
overthere|12|37670
skyshrine|76|37671
veeshan|55|37672
veeshan|56|37673
veeshan|57|37674
stonebrunt|13|37675
southkarana|117|37676
paineel|122|37677
skyshrine|77|37678
veeshan|58|37679
southkarana|118|37680
skyshrine|78|37681
southkarana|119|37682
paineel|123|37683
veeshan|59|37684
skyshrine|79|37685
southkarana|120|37686
paineel|124|37687
veeshan|60|37688
skyshrine|80|37689
southkarana|121|37690
veeshan|61|37691
paineel|125|37692
skyshrine|81|37693
southkarana|122|37694
southkarana|123|37695
skyshrine|82|37696
veeshan|62|37697
southkarana|124|37698
paineel|126|37699
skyshrine|83|37700
southkarana|125|37701
veeshan|63|37702
skyshrine|84|37703
southkarana|126|37704
southkarana|127|37705
skyshrine|85|37706
southkarana|128|37707
paineel|127|37708
skyshrine|86|37709
southkarana|129|37710
southkarana|130|37711
skyshrine|87|37712
veeshan|64|37713
paineel|128|37714
southkarana|131|37715
southkarana|132|37716
skyshrine|88|37717
veeshan|65|37718
southkarana|133|37719
skyshrine|89|37720
veeshan|66|37721
southkarana|134|37722
skyshrine|90|37723
southkarana|135|37724
veeshan|67|37725
skyshrine|91|37726
paineel|129|37727
southkarana|136|37728
skyshrine|92|37729
veeshan|68|37730
southkarana|137|37731
skyshrine|93|37732
paineel|130|37733
southkarana|138|37734
veeshan|69|37735
skyshrine|94|37736
southkarana|139|37737
paineel|131|37738
skyshrine|95|37739
veeshan|70|37740
southkarana|140|37741
skyshrine|96|37742
qeynos|26|37743
paineel|132|37744
southkarana|141|37745
veeshan|71|37746
skyshrine|97|37747
southkarana|142|37748
veeshan|72|37749
skyshrine|98|37750
southkarana|143|37751
skyshrine|99|37752
veeshan|73|37753
southkarana|144|37754
skyshrine|100|37755
southkarana|145|37756
skyshrine|101|37757
southkarana|146|37758
skyshrine|102|37759
southkarana|147|37760
skyshrine|103|37761
southkarana|148|37762
southkarana|149|37763
skyshrine|104|37764
veeshan|74|37765
southkarana|150|37766
skyshrine|105|37767
southkarana|151|37768
skyshrine|106|37769
southkarana|152|37770
skyshrine|107|37771
southkarana|153|37772
skyshrine|108|37773
southkarana|154|37774
veeshan|75|37775
skyshrine|109|37776
skyshrine|110|37777
southkarana|155|37778
southkarana|156|37779
skyshrine|111|37780
veeshan|76|37781
southkarana|157|37782
skyshrine|112|37783
veeshan|77|37784
southkarana|158|37785
soldungb|40|37786
skyshrine|113|37787
paineel|133|37788
runnyeye|50|37789
soldunga|58|37790
southkarana|159|37791
skyshrine|114|37792
veeshan|78|37793
paineel|134|37794
southkarana|160|37795
skyshrine|115|37796
southkarana|161|37797
skyshrine|116|37798
southkarana|162|37799
sirens|24|37800
paineel|135|37801
skyshrine|117|37802
southkarana|163|37803
paineel|136|37804
skyshrine|118|37805
southkarana|164|37806
skyshrine|119|37807
paineel|137|37808
southkarana|165|37809
skyshrine|120|37810
southkarana|166|37811
paineel|138|37812
skyshrine|121|37813
southkarana|167|37814
skyshrine|122|37815
southkarana|168|37816
velketor|3|37817
paineel|139|37818
skyshrine|123|37819
southkarana|169|37820
skyshrine|124|37821
southkarana|170|37822
paineel|140|37823
stonebrunt|14|37824
templeveeshan|122|37825
skyfire|1|37826
veeshan|79|37827
soldunga|59|37828
veeshan|80|37829
veeshan|81|37830
veeshan|82|37831
veeshan|83|37832
veeshan|84|37833
veeshan|85|37834
veeshan|86|37835
veeshan|87|37836
veeshan|88|37837
veeshan|89|37838
veeshan|90|37839
veeshan|91|37840
sirens|25|37841
veeshan|92|37842
veeshan|93|37843
veeshan|94|37844
veeshan|95|37845
stonebrunt|15|37846
veeshan|96|37847
thurgadinb|7|37848
veeshan|97|37849
veeshan|98|37850
veeshan|99|37851
soldunga|60|37852
veeshan|100|37853
veeshan|101|37854
veeshan|102|37855
soldungb|41|37856
skyshrine|125|37857
southkarana|171|37858
southkarana|172|37859
qeynos|27|37860
veeshan|103|37861
skyshrine|126|37862
sebilis|94|37863
southkarana|173|37864
skyshrine|127|37865
veeshan|104|37866
southkarana|174|37867
skyshrine|128|37868
veeshan|105|37869
southkarana|175|37870
skyshrine|129|37871
skyshrine|130|37872
skyshrine|131|37873
veeshan|106|37874
southkarana|176|37875
skyshrine|132|37876
skyshrine|133|37877
skyshrine|134|37878
skyshrine|135|37879
skyshrine|136|37880
veeshan|107|37881
southkarana|177|37882
southkarana|178|37883
southkarana|179|37884
soldungb|42|37885
skyshrine|137|37886
veeshan|108|37887
thurgadina|6|37888
veeshan|109|37889
veeshan|110|37890
veeshan|111|37891
skyshrine|138|37892
veeshan|112|37893
skyshrine|139|37894
skyshrine|140|37895
skyshrine|141|37896
veeshan|113|37897
skyshrine|142|37898
skyshrine|143|37899
skyshrine|144|37900
soldungb|43|37901
veeshan|114|37902
skyshrine|145|37903
skyshrine|146|37904
skyshrine|147|37905
skyshrine|148|37906
veeshan|115|37907
qey2hh1|22|37908
veeshan|116|37909
skyshrine|149|37910
veeshan|117|37911
skyshrine|150|37912
skyshrine|151|37913
veeshan|118|37914
skyshrine|152|37915
skyshrine|153|37916
veeshan|119|37917
skyshrine|154|37918
skyshrine|155|37919
skyshrine|156|37920
veeshan|120|37921
skyshrine|157|37922
skyshrine|158|37923
skyshrine|159|37924
veeshan|121|37925
soldungb|44|37926
skyshrine|160|37927
skyshrine|161|37928
veeshan|122|37929
skyshrine|162|37930
skyshrine|163|37931
skyshrine|164|37932
skyshrine|165|37933
veeshan|123|37934
skyshrine|166|37935
skyshrine|167|37936
veeshan|124|37937
veeshan|125|37938
veeshan|126|37939
veeshan|127|37940
veeshan|128|37941
veeshan|129|37942
soldungb|45|37943
soldungb|46|37944
soldungb|47|37945
stonebrunt|16|37946
soldungb|48|37947
soldungb|49|37948
warrens|0|37949
soldungb|50|37950
qeynos|28|37951
skyshrine|168|37952
veeshan|130|37953
sirens|26|37954
skyshrine|169|37955
veeshan|131|37956
skyshrine|170|37957
skyshrine|171|37958
veeshan|132|37959
skyshrine|172|37960
thurgadina|7|37961
veeshan|133|37962
skyshrine|173|37963
skyshrine|174|37964
veeshan|134|37965
skyshrine|175|37966
skyshrine|176|37967
skyshrine|177|37968
veeshan|135|37969
skyshrine|178|37970
skyshrine|179|37971
skyshrine|180|37972
skyshrine|181|37973
veeshan|136|37974
skyshrine|182|37975
skyshrine|183|37976
veeshan|137|37977
skyshrine|184|37978
skyshrine|185|37979
veeshan|138|37980
skyshrine|186|37981
skyshrine|187|37982
veeshan|139|37983
skyshrine|188|37984
soldungb|51|37985
skyshrine|189|37986
soldungb|52|37987
skyshrine|190|37988
skyshrine|191|37989
veeshan|140|37990
skyshrine|192|37991
skyshrine|193|37992
veeshan|141|37993
skyshrine|194|37994
veeshan|142|37995
skyshrine|195|37996
veeshan|143|37997
skyshrine|196|37998
skyshrine|197|37999
skyshrine|198|38000
skyshrine|199|38001
skyshrine|200|38002
unrest|52|38003
soldungb|53|38004
veeshan|144|38005
skyshrine|201|38006
veeshan|145|38007
veeshan|146|38008
skyfire|2|38009
veeshan|147|38010
veeshan|148|38011
veeshan|149|38012
veeshan|150|38013
veeshan|151|38014
southkarana|180|38015
southkarana|181|38016
soldungb|54|38017
soldungb|55|38018
soldungb|56|38019
paineel|141|38020
qeynos|29|38021
qeynos|30|38022
sirens|27|38023
sirens|28|38024
sirens|29|38025
sirens|30|38026
sirens|31|38027
soldungb|57|38028
soldunga|61|38029
paineel|142|38030
paineel|143|38031
paineel|144|38032
paineel|145|38033
paineel|146|38034
paineel|147|38035
paineel|148|38036
paineel|149|38037
paineel|150|38038
paineel|151|38039
paineel|152|38040
warrens|1|38041
skyshrine|202|38042
stonebrunt|17|38043
veeshan|152|38044
southkarana|182|38045
sirens|32|38046
skyshrine|203|38047
sirens|33|38048
veeshan|153|38049
skyshrine|204|38050
sirens|34|38051
soldungb|58|38052
skyshrine|205|38053
sirens|35|38054
veeshan|154|38055
skyshrine|206|38056
sirens|36|38057
skyshrine|207|38058
sirens|37|38059
skyshrine|208|38060
sirens|38|38061
skyshrine|209|38062
sirens|39|38063
southkarana|183|38064
skyshrine|210|38065
sirens|40|38066
sirens|41|38067
sirens|42|38068
sirens|43|38069
sirens|44|38070
sirens|45|38071
skyshrine|211|38072
skyshrine|212|38073
sirens|46|38074
skyshrine|213|38075
sirens|47|38076
skyshrine|214|38077
sirens|48|38078
skyshrine|215|38079
sirens|49|38080
skyshrine|216|38081
sirens|50|38082
skyshrine|217|38083
sirens|51|38084
skyshrine|218|38085
sirens|52|38086
skyshrine|219|38087
sirens|53|38088
skyshrine|220|38089
sirens|54|38090
skyshrine|221|38091
sirens|55|38092
skyshrine|222|38093
soldungb|59|38094
sirens|56|38095
skyshrine|223|38096
soldungb|60|38097
skyshrine|224|38098
soldungb|61|38099
sirens|57|38100
skyshrine|225|38101
soldungb|62|38102
skyshrine|226|38103
soldungb|63|38104
skyshrine|227|38105
skyshrine|228|38106
skyshrine|229|38107
skyshrine|230|38108
skyshrine|231|38109
skyshrine|232|38110
skyshrine|233|38111
skyshrine|234|38112
skyshrine|235|38113
skyshrine|236|38114
skyshrine|237|38115
skyshrine|238|38116
