name|text
ShmUQkhl|Keeper of the House's log``````  1. New wash basins must be`  acquired. Servant Hujin will`  see the Quartermaster and`  place the order tomorrow.`  2. The chandelier in the main`  hall was finally repaired`  tonight. Payment must be sent`  to the contract holder tomorrow.`   3. Advisor Snith ordered that`  I personally find and acquire`  3 dozen finely made vials.`  What they are for he would`  not explain and was very firm`  that I do this as quickly`  as possible. Best to make`  haste to fulfill the order,`  rumors abound of the Advisor's`  mastery of the arcane.``   4. We've been low on candles`  for the last week. There is`  no explanation for the shortage`  of wax says our civilian contract`  holder. Perhaps I should send`  a Palace Reaver escort with`  the next pick up crew. The`  craftsman may have the`  intelligence to figure the`  symbolism.``   5. It is imperative that we`  return the High Scale's Icon`  to the church as discretely`  as possible. If Rak`Ashiir`  returns from his journey early`  and discovers it was found`  in the royal bedroom it may`  prove disastrous. I cannot`  decide whether to place it`  ourselves with help of our`  Black Guard, or to approach`  one of our contacts in the`  church. The less people that`  know of this the better. It`  might be prudent to ..remove..`  the servant who found it within`  the sheets.
ShmUQnd|..another bazaar.. I was asked to judge..wrestling contest. It must have been the ten thousandth one.. .week. Oh how I grow weary of.. .political monotony. The earlier days were much.. exciting, crusades against..unworthy and smashing our opposition. Kirn's life must be epic indeed. He.. at me again during.. match. Hmmmm.
ShmUQpdp|I heard last night that there was some kind of commotion at the castle. Guards were shouting, spells went off throughout the halls and many died. Some say there was an assassination, some say a band of frogloks attacked under the command of a dragon, some even say there was some divine intervention. I have no idea why any god would strike against Lord Rak`Ashiir. He is a paragon for the cause of Cazic-Thule. I hope whatever it was sticks to attacking the castle and not my shop though.
ShmUQprdp|"Well it appears our Lord Rak`Ashiir in his ""wisdom"" has cut our church's donation yet again. He claims it is to bolster the ranks of our garrison as many were wiped out during the Froglok incursions. However, I see more and more soldiers everyday, more that I ever have. And they are all equipped in the best armors the city's smiths can craft. This along with the recent replacement of our Bishop Screks with that coin grubber Biliaz leads me to suspect our King is planning on all but destroying our church entirely. I don't understand it, perhaps his missing Queen has driven him mad."
ShmUQsl|Missed mass again today. This is the third time this week now. It is a worthy sacrifice however as I was able to attend the Master's National Coin exchange class. Perhaps the clergy will change the time of their masses, then I'll be able to attend regularly. Although with the appointment of the new Arch Priest it appears mass may be discontinued altogether. I honestly hope so. I could attend many more classes as well as spend more time rubbing elbows with merchants at the bazaars. I think I'll have to miss tomorrow's mass as well. I heard the Laughing Leech Guild is taking members again.
SHRColBook|"This document is to record`the creation of grudge: 2398b`sub-table 7a``The following is an account`of the actions that lead to`said grudge.`The following witnesses`swear their clan honor to the`truth of the account as spoken`by Burdael of Clan Flying Axe.``-Gurno Dungrip`-Thurgrim: Clan Onyx Hammer`-Azguz: Clan Flying Axe`-Xoleres: Dwarf Friend of Clan`Ironsides`-Durgious Redeye`-Dval: Clan Flying Axe``The account is as follows:``""I am Burdael of Clan Flying`Axe. And what I now`say, lest shame on my Clan,`is truth.`We had been in the field`hunting for 4 days out of a`scheduled 5 day expedition.`I was scouting at the time`when I heard a tremendous`and angry roar from some`colossal beast. I say as a`Coldain that I was afraid.`The others in my party caught`up to me and heard the beast`as well. Our fear faded with`reassurance in numbers so`we decided to find the source.``After coming over the top of`a small hill we caught sight`of a battle between 5 frost`giants and one dragon of`black scales. We froze in`our tracks at the fearful`sight. We then watched in`horror as the 5 giants, one`gifted with magic, slowly`murdered the dragon with`tactics of heavy dishonor.`Their shaman had restricted`the dragons movement. With`the dragon unable to reach`its attackers, the giants`kept their distance and threw`boulders and spears, while`the shaman used magic. The`giants did not even have the`decency to finish the noble`beast off, leaving him to`die in the snow. We wanted to`interfere, but the giants were`too many.``After the giants had left, I`ran down to the dying dragon,`the others opted to stay`behind. He raised his head,`caked in dragon blood, and`then told me his name and`made me swear to remember`and record it.`I now swear to smith an`axe in remembrance of`him. It will remain in my`clan's posession as long as`there are Coldain."
SHRGarzSmith|"Only a master smith may forge `the blade.`Once the ore is found, it must`be broken into 2 portions with`a forging hammer and a `smithing chisel.`First you must form the core `of the blade.`Take one portion of the `starmetal and apply the bone `dust in the forge. Then, with `a hammer and chisel, fold the `block of ore. You must repeat `this 5 times to homogenize the`steel. After the 5th fold, `take the hammer to the ore and`shape the core into a curved `blade.``Now for the ""skin"" of the `blade. Apply the remaining `bone dust to the last portion `of starmetal. Fold this block `of ore, as with the core, 10 `times with the hammer and `chisel. This will be the most `difficult and time consuming `steps. After the 10th fold `block, apply the skin to the `core with the hammer. The last`step in the forging process is`taking the whole blade and `shaping it into a suitable `naginata blade.``The last major step is the `tempering of the blade. This `includes a mixture of clay and`water for the differential `tempering process. Combine a `small block of clay with a `flask of water at the potter's`wheel. Then take the clay and `apply it to the blade at the `wheel as well, leaving the `edge of it exposed. Allow it `to dry.  The last step is to `heat the clay covered blade in`the forge, and then plunge it `into a fluid to temper. In `this case, a special fluid `must be found.`In the mountains of Kunark one`can find a very caustic type `of mist that freezes and `collects at high altitudes. `Find a portion of this ice and`use it for the tempering. Good`luck.`           Eldriaks"
SilentWeapons|Silent Weapons`           of the`         Black Mask``Our research into the venoms`of the Lavastorm Mountains is`proving to be most beneficial`to the Houses of the Black`Mask. Within this tome is`documented our most important`discoveries thus far.`     Hekzin of the Black Mask```The sap of the WHORE'S BANE,`prized as a sedative by the`residents of Najena, has`proven to be useful when used`to tire an opponent's body and`mind. Two portions of the`herb with a LINED POISON VIAL`and CONSTRICT SUSPENSION is a`sufficient dosage to get the`upper hand on an opponent.``With a SEALED POISON VIAL,`CONSTRICT SUSPENSION and two`ground ASMAG WEEDs a venom is`created that will have an`adverse effect on the victim's`respiratory system causing`spasms and suffocation.``The ashen herb SOOT HEMLOCK`when used in two parts with a`SEALED POISON VIAL and`CONSTRICT SUSPENSION lowers`the efficiency of the victim's`immune system.``With extensive research and`experimentation three poisons`have been developed that are`effective against the matter`that comprises elementals and`similar summoned creatures.`This is a good step in the`defense of our house against`any sorcerers who may decide`to foolishly assault the House of`the Black Mask.``For the weakest of summoned`creatures a mixture of GROUND`GARLIC and RED HELLEBORE with`a LINED POISON VIAL and a`SUSPENSION has proven to be`effective.``For summoned creatures of a`tougher material or magical`composition a mixture of RED`HELLEBORE, GROUND GARLIC, and`PUTRID BILE with a SEALED`POISON VIAL and CONSTRICT`SUSPENSION may be necessary.``For the mightiest of summoned`creatures the most potent`mixture of PUTRID BILE, SOOT`HEMLOCK, and RED HELLEBORE`with a SEALED POISON VIAL and`LARENT SUSPENSION is a must`to ensure your opponent will`suffer from the effects of`the venom.``Perhaps through our further`experimentations we may come`across even more useful`venoms with which to silently`defend our position within`the hierarchy of Neriak.
silverwind|Captain Silverwind,``After many months away, the`beautiful Firiona Vie is`finally returning to Felwithe.``In the months after her rescue,`she has spent a great deal of`time resting and attending`celebrations in her honor here`at the outpost.``News of her rescue has brought`great joy to the outpost and`will bring even greater joy to`the city.``Because of the many threats`on the princess' life, I have`sent several messengers to`you. Each will deliver to you`a journal. Only one will`bring you the correct journal`of the escort plans.``You will reward each of these`messengers in a manner so`that they shall not know`which amongst them contain`the true plans.``Once you decipher the correct`plans, you must prepare the`city for the arrival.  The`Koada'Vie should be on the`highest alert.``I trust that you will have`everything in place before`we arrive.```General Veredeth
silveryblades|Fixxin Followigs`       Silvery Blades``Enchanted silver blades are a`must for any would be monster`hunter. A silver blade in the`gut is the quickest cure for`lycanthropy and undeath.``Enchanted silver weapons must`be forged from high quality`ore that has been enchanted`by a master enchanter such as`myself. A sheet of the`enchanted ore must be melted`down with an enchanted bar of`silver into the appropriate`molds and tempered with a`flask of water.``Weapons crafted in the manner`described will be quick and`deadly to any supernatural`beast in the hands of a`skilled warrior.``May lycanthropes everywhere`tremble in fear from the`glistening of silver blades`under the light of the full`moon!!
SKAValenNte|Cassius,                                  Sorry for the mishap. I shall repair and tune your lute and return it to you when I return to Qeynos in a week.            Valen Nostrolo
smithshields|Smithing Shields`             by`       Ton Firepride``All shields require a FORGE,`WATER, SMITHY HAMMER, and a`MOLD of the size and type you`wish to craft. The type of`shield also determines the`amount of metal required. The`most commonly smithed shields`are Buckler, Round, Targ,`Kite, and Tower Shields.``Buckler Shields require ONE`SHEET of METAL.``Round Shields require TWO`SHEETS of METAL``Targ Shields require ONE`FOLDED SHEET of METAL``Kite Shields require TWO`MEDIUM QUALITY SHEETS of`METAL``Tower Shields require ONE`MEDIUM QUALITY FOLDED SHEET`of METAL.``I have seen shields carried`by visitors of my shop from`other lands. Some of the`foreign shields were of`superb craftsmanship and a`few had been bestowed with`special magical properties.`Perhaps one day I will have`the opportunity to travel to`other lands and ask their`master blacksmiths to teach`me their special techniques.
