id|emoteid|event|type|text
2769|1536|9|1|reaches into the chest of the fallen causing it to twitch and convulse violently.  The shade pulls back leaving nothing but a wrinkled husk of a corpse.
2770|1538|1|1|can easily kill someone like you. You should run!
2771|1538|3|1|roars, but finally collapses to the ground.
2772|1539|1|0|How foolish of you to attack me! Prepare to die!
2774|1540|3|0|You can't break the Circle.. kill one, and.. there will always be another to take his place.. and.. take revenge.
2775|1541|1|0|Taste my magic! By the power of the master you'll soon see who rules this land!
2776|1541|3|0|For every one that falls, two shall rise! So says the master!
2777|1542|1|0|None will stop our march across this world! Your soul will feed the master!
2778|1542|3|0|For every one that falls, two shall rise! So says the master!
2779|1543|1|1|slides towards you with terrifying speed!
2780|1544|1|1|is dripping acidic ooze as it approaches you!
2781|1543|3|1|explodes into a pile of steaming bile!
2782|1544|3|1|begins to dissolve in its own acidic fluids!
2783|1543|3|1|spins to face you! Its jaws dripping crushed rock and bile...
2784|1545|1|0|Don't worry, this will be quick!
2785|1545|3|1|curses you and falls over!
2786|1546|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2787|1547|1|1|is about to devour you!
2788|1547|3|1|'s eyes seem to dim, as the life fades from its lumbering frame.
2789|1548|1|1|springs at you with teeth bared and claws thrashing!
2790|1548|3|1|lets out a piercing shriek as it falls to the ground dead...
2791|532|9|0|Booya!
2792|1549|1|0|Your hide will make a fine rug in the Hall of Durmas!
2793|1550|1|1|slithers across the floor, fangs gleaming with poison.
2794|1550|3|0|The emperor will have your soul this day!
2795|1551|1|0|Prepare for an eternity of darkness!
2796|1552|1|1|slithers across the floor, fangs gleaming with poison.
2797|1552|3|1|falls to the ground dripping green blood on the stone floor.
2798|141|3|0|Arrgh!! Ogres find and bash you. I sleep now.
2799|1553|1|0|To the Overworld with you, foul beast! The House of Odon is upon you!
2800|1554|1|0|Die!  Another trophy for the House of Funter!
2801|1555|1|0|Bow down and die before the House of Tyanathin!
2802|1556|1|0|Die, beast! The mighty hand of the House of Arathin shall slay thee!
2803|1557|1|0|The end is near! Prepare to die!
2804|1558|1|1|roars and attacks!
2805|1558|3|1|rips in two, revealing a greater terror!
2806|1558|9|1|drains the life from its opponent!
2807|1559|1|0|I cannot die! I am the only true god!
2808|1559|3|1|crashes to the ground.  A horrific sound fills the room, but vanishes as quickly as it came.
2809|1559|9|0|Tell your gods that I will be coming for them next!
2810|1560|1|2|Bow before your only god! I will tear all others from the heavens!
2811|1560|9|0|Remove that waste of flesh from my sight!
2812|1560|3|1|falls to the ground as new energy fills the room!
2813|1557|3|0|My comrades will avenge my death.
2814|1561|9|0|Let no evil beings stand in the way of the righteousness of the Paladins of Tunare!
2815|1561|1|0|Run! I have need of the hunt!
2816|222|3|0|My comrades will avenge my death.
2817|1554|3|0|My comrades will avenge my death.
2818|1562|1|0|What sport it shall be to hunt you. Run, while you can!
2819|1562|3|0|My comrades will avenge my death.
2820|603|9|0|Oi!  You made me break a sweat!  And look, bloodstains! Do you know how much I paid for this Shar Vahl silk tunic?  Ruined now, just ruined.  Somebody fetch me some wine!
2821|685|9|1|roars in triumph!
2822|1563|1|0|Guards!! Guards!!
2823|1564|7|1|looks at you with a kind expression. The large creature smiles at you and motions for you to move away. Perhaps it senses that you have more adventure ahead of you. Its form begins to loosen, as if it were a mirage produced by the jungle heat.
2824|1565|7|0|Destroy the spirit's current form and you will be able to retrieve the implement which has befouled it. Once you gather that totem please return it to me and I will wrap it so that you may carry it in the case that you were given in Shar Vahl.
2825|1566|7|0|The spirit that you seek is deep within these halls. I tracked it into this lair more than a week ago. The spirit has taken up residence with the other bears in the lower chambers during that time. It should be relatively easy for your and your people to reach. Once you release the spirit, please return the totem to me. I will prepare it for the journey to Shar Vahl. May stealth and good fortune move with you.
2826|1567|7|1|takes form before you. It growls and sniffs the air. The strange spirit appears to nod at you and then looks to the ground. The bear's form begins to lose shape, as its fur turns to snow and begins to blow away.
2827|1568|7|0|If you move towards the large body of water just north of here, you should be able to find a vantage point that will allow you to see it. The spirit has been resting under the surface of the water there for several days now. Once you release the spirit, please return to me with the totem that binds it. I will prepare the totem, so that you may return it to Shar Vahl.
2828|1569|7|0|When you finish with him, please bring any evidence of his being dispatched back to me in this bag. I'll direct you from there. Good luck... I'll watch from here.
2829|1570|9|0|Your god has found you lacking.
2830|1570|3|0|How...did...ugh...
2831|1571|2|1|explodes in a shower of green slime!
2832|707|9|0|Your god has found you lacking.
2833|1572|1|1|slithers across the floor, fangs gleaming with poison.
2834|1572|9|0|Your god has found you lacking.
2835|1572|3|1|falls dead to the floor, its eyes filled with disbelief.
2836|1573|3|1|falls and slowly melts into a pool of dark blood, covering the stone floor.
2837|1573|9|1|shatters your friend's skull in one great crushing blow.
2838|696|9|1|laughs and looks for another victim.
2839|697|9|0|Are all of your kind this pathetic?
2840|698|9|0|You'll have to do much better than that.
2841|703|9|1|grins as its victim falls to the ground.
2842|693|9|0|Your existence was meaningless.
2843|699|9|0|No one saved you, how sad.
2844|702|9|0|Another failure falls before me.
2845|1574|9|0|How lucky the pain ends now.
2846|1551|9|0|Your weakness is quite amusing.
2847|694|9|1|kills its victim before it can escape!
2848|1574|1|1|lunges at you!
2849|704|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2850|1552|9|1|hisses and sinks his fangs into your pathetic, lifeless corpse.
2851|1550|9|0|Good, something to feed to the slaves.
2852|700|9|0|Good, something to feed to the slaves.
2853|1575|1|1|tastes the air, he seems to sense an intruder.
2854|1575|9|0|Your god has found you lacking.
2855|1575|3|1|falls dead to the floor, his eyes filled with disbelief.
2856|687|9|1|hisses and sinks his fangs into your pathetic, lifeless corpse.
2857|335|3|0|I die soon! Meldrath, help me!
2858|1576|1|0|<Snort!!>..  Death to you! Meldrath commands!!
2859|1576|3|0|I die soon! Meldrath, help me!
2860|1577|1|0|I survived the gladiator pens of Qeynos!!  What can you do to one such as I?!!
2861|1577|3|0|I die soon! Meldrath, help me!
2862|1577|9|0|<Snort!!>.. For Meldrath!!
2863|1576|9|0|<Snort!!>.. For Meldrath!!
2864|335|9|0|<Snort!!>.. For Meldrath!!
2865|1578|1|0|Click..  Inferior being. Red 5 shall exterminate.
2866|1578|3|0|Scrap..  Red 5 shall salvage for parts.
2867|1579|1|0|Click.. Whirr..  Warning. Enemy.. Attack. Destroy. Kill.
2868|1579|3|0|This unit is terminally damaged..  Tick..  Broadcasting violation to other units.
2869|1580|1|1|lets out a screeching battle cry and lunges at you
2870|695|9|1|cries out in triumph.
2871|689|9|1|cries out in triumph.
2872|713|9|1|drinks the soul from your fallen friend.
2873|714|9|1|coils its tail around you, squeezing the last bit of your life away.
2874|692|9|1|coils its tail around you, squeezing the last bit of your life away.
2875|1581|1|1|drips black blood as it slides across the floor at you.
2876|1581|9|1|drinks the soul from your fallen friend.
2877|1581|3|0|Excellent, a soul to consume.
2878|717|9|1|cries out in triumph.
2879|1582|1|1|strikes at you in a flurry of blackened blood and bile.
2880|1582|9|1|cries out in triumph.
2881|1582|3|0|Death is but a doorway, for a god!
2882|709|9|0|Your pain has barely begun mortal.
2883|1583|1|1|drips black blood as it slides across the floor at you.
2884|1583|9|1|drinks the soul from your fallen friend.
2885|1583|3|1|falls to the floor.  You are uncertain if it is truly dead this time.
2886|712|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2887|711|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2888|715|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2889|716|9|0|Odd, we normally have to drag sacrifices kicking and screaming, but this one all but throws himself at us.
2890|691|9|1|drinks the soul from your fallen friend.
2891|705|9|1|coils its tail around you, squeezing the last bit of your life away.
2892|1584|1|1|spits black blood on your armor and slithers toward you.
2893|1584|9|1|drinks the soul from your fallen friend.
2894|1584|3|0|Death is but a doorway, for a god!
2895|688|9|0|Your pain has barely begun mortal.
2896|1585|1|1|glares at your with unblinking eyes.
2897|1585|9|1|hisses and sinks his fangs into your pathetic, lifeless corpse.
2898|1585|3|1|falls to the ground dripping green blood on the stone floor.
2899|1586|1|1|spits black blood on your armor and slithers toward you.
2900|1586|9|1|drinks the soul from your fallen friend.
2901|1586|3|1|corpse falls in a pool of black blood.
2902|701|9|0|Your god has found you lacking.
2903|1587|1|0|Excellent, a soul to consume.
2904|1587|9|1|drinks the soul from your fallen friend.
2905|1587|3|1|falls in a pool of black blood.
2906|1588|1|0|Excellent, a soul to consume.
2907|1588|3|0|Death is but a doorway, for a god!
2908|1588|9|1|coils its tail around you, squeezing the last bit of your life away.
2909|1589|1|1|drips black blood as it slides across the floor at you.
2910|1589|9|1|cries out in triumph.
2911|1589|3|1|falls to the floor.  You are uncertain if it is truly dead this time.
2912|1546|1|1|waves his hands in the air and recites an incantation.  A great seething mass rises up out of the dark pools of fluid in the room and begins to coalesce around the Soriz corpses.
2913|1546|3|1|falls to the floor, his great tail twitching frantically in the air.  The angry, dark pools drift into silence.
2914|1590|1|1|slithers across the floor, fangs gleaming with poison.
2915|1590|9|0|Your god has found you lacking.
2916|1590|3|1|falls dead to the floor, his eyes filled with disbelief.
2917|710|9|1|shatters your friend's skull in one great crushing blow.
2918|1591|1|1|spreads his hood and strikes at you.
2919|1591|9|1|hisses and sinks its fangs into your pathetic, lifeless corpse.
2920|1591|3|0|How...did...ugh...
2921|1592|1|1|glares at your with unblinking eyes.
2922|1592|3|1|falls dead to the floor, his eyes filled with disbelief.
2923|1593|3|2|A curse upon you pitiful manlings! Avenge me my brothers and raze their pathetic settlement! Ruin their land as they've ruined ours!
2924|1594|1|0|Ahhhh! Get your own bucket to sit in!
2925|1594|3|0|Ow! Ok, ok. You can have the bucket, sheesh!
2926|1595|1|0|Look at all that dirt you have tracked in!  Filthy filthy, you must be punished!
2927|1596|1|0|Ura anir teka xeturi sivuela!
2928|1596|3|0|xau anir aus diun xeturisun!
2929|1597|1|0|Brains!
2930|1598|1|1|touched you!
2931|1599|1|1|energies fill the air here.
2932|1600|1|1|out!
2933|1601|1|1|constant whispers are about to drive you mad.
2934|1602|1|1|shadows almost seem alive....
2935|1603|1|1|never strays far from your weapon.
2936|1604|1|1|taste of green, however it pours left. Yes.
2937|1605|1|1|days it just does not pay to get out of bed.
2938|1606|1|1|you make it out of here alive...or sane?
2939|1607|1|1|was that?
2940|1608|1|1|are very glad you did not come here alone.  Or did you?
2941|1609|1|1|feel your grip on reality beginning to slip.....
2942|1610|1|1|is north to the knee, but hot. For pie.
2943|1611|1|1|coalesces!
2944|1612|1|1|draws upon that which you fear.
2945|1612|3|1|ceases to trouble you.
2946|1612|9|1|has performed its function.
2947|1613|1|1|solidifies further, drawing shape from the shadowy places in your mind.
2948|1613|9|1|has performed its function.
2949|1613|3|1|loses focus.
2950|1614|1|1|takes shape from your thoughts.
2951|1597|3|0|Mraaaaaaaghh...umph!
2952|1615|1|1|takes form.
2953|1615|9|1|has performed its function.
2954|1615|3|1|fades back into the shadows.
